# Program:featureCounts v2.0.6; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "16" "-a" "reference.gff" "-o" "countsSRR10379723.txt" "SRR10379723_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	Name	SRR10379723_trimmed.bam
gene-SAOUHSC_00697	CP000253.1	681973	682260	+	288	SAOUHSC_00697	65
gene-SAOUHSC_00698	CP000253.1	682543	684096	+	1554	SAOUHSC_00698	638
gene-SAOUHSC_00699	CP000253.1	684182	685555	+	1374	SAOUHSC_00699	1333
gene-SAOUHSC_00700	CP000253.1	685710	686057	-	348	SAOUHSC_00700	181
gene-SAOUHSC_00701	CP000253.1	685991	686608	-	618	SAOUHSC_00701	195
gene-SAOUHSC_00702	CP000253.1	686794	687216	-	423	SAOUHSC_00702	151
gene-SAOUHSC_00703	CP000253.1	687425	688591	+	1167	SAOUHSC_00703	400
gene-SAOUHSC_00704	CP000253.1	688884	689336	+	453	SAOUHSC_00704	148
gene-SAOUHSC_00705	CP000253.1	689510	689992	+	483	SAOUHSC_00705	76
gene-SAOUHSC_00706	CP000253.1	690242	691006	+	765	SAOUHSC_00706	1298
gene-SAOUHSC_00707	CP000253.1	691003	691923	+	921	SAOUHSC_00707	1701
gene-SAOUHSC_00708	CP000253.1	691929	693887	+	1959	SAOUHSC_00708	6877
gene-SAOUHSC_00709	CP000253.1	693941	694114	-	174	SAOUHSC_00709	91
gene-SAOUHSC_00710	CP000253.1	694195	695376	+	1182	SAOUHSC_00710	159
gene-SAOUHSC_00711	CP000253.1	695597	696946	+	1350	SAOUHSC_00711	710
gene-SAOUHSC_00712	CP000253.1	697168	698007	+	840	SAOUHSC_00712	74
gene-SAOUHSC_00713	CP000253.1	698139	699122	+	984	SAOUHSC_00713	291
gene-SAOUHSC_00714	CP000253.1	699194	700249	-	1056	SAOUHSC_00714	5579
gene-SAOUHSC_00715	CP000253.1	700249	700935	-	687	SAOUHSC_00715	3541
gene-SAOUHSC_00716	CP000253.1	700910	701383	-	474	SAOUHSC_00716	1891
gene-SAOUHSC_00717	CP000253.1	701725	702165	-	441	SAOUHSC_00717	2660
gene-SAOUHSC_00718	CP000253.1	702445	703029	-	585	SAOUHSC_00718	469
gene-SAOUHSC_00719	CP000253.1	703128	703841	-	714	SAOUHSC_00719	1517
gene-SAOUHSC_00720	CP000253.1	703845	704264	-	420	SAOUHSC_00720	583
gene-SAOUHSC_00721	CP000253.1	704266	704934	-	669	SAOUHSC_00721	628
gene-SAOUHSC_00722	CP000253.1	705285	705878	+	594	SAOUHSC_00722	67
gene-SAOUHSC_00723	CP000253.1	705862	707013	+	1152	SAOUHSC_00723	190
gene-SAOUHSC_00724	CP000253.1	707013	707621	+	609	SAOUHSC_00724	152
gene-SAOUHSC_00725	CP000253.1	707687	707893	+	207	SAOUHSC_00725	72
gene-SAOUHSC_00726	CP000253.1	707981	708691	+	711	SAOUHSC_00726	353
gene-SAOUHSC_00727	CP000253.1	708675	709679	+	1005	SAOUHSC_00727	600
gene-SAOUHSC_00728	CP000253.1	710153	712093	+	1941	SAOUHSC_00728	43372
gene-SAOUHSC_A00703	CP000253.1	712235	712393	-	159	SAOUHSC_A00703	4
gene-SAOUHSC_00729	CP000253.1	712364	714247	+	1884	SAOUHSC_00729	2781
gene-SAOUHSC_00730	CP000253.1	714259	716040	+	1782	SAOUHSC_00730	5087
gene-SAOUHSC_00731	CP000253.1	716262	717239	+	978	SAOUHSC_00731	250
gene-SAOUHSC_00732	CP000253.1	717232	718746	+	1515	SAOUHSC_00732	685
gene-SAOUHSC_00733	CP000253.1	718986	720044	+	1059	SAOUHSC_00733	145
gene-SAOUHSC_00734	CP000253.1	720395	720937	+	543	SAOUHSC_00734	378
gene-SAOUHSC_00735	CP000253.1	721050	721148	+	99	SAOUHSC_00735	46
gene-SAOUHSC_00736	CP000253.1	721561	722478	-	918	SAOUHSC_00736	1359
gene-SAOUHSC_00737	CP000253.1	722569	722670	+	102	SAOUHSC_00737	1
gene-SAOUHSC_00738	CP000253.1	722748	724253	-	1506	SAOUHSC_00738	867
gene-SAOUHSC_00739	CP000253.1	724594	725094	-	501	SAOUHSC_00739	436
gene-SAOUHSC_00740	CP000253.1	725114	725848	-	735	SAOUHSC_00740	586
gene-SAOUHSC_00741	CP000253.1	726781	727179	+	399	SAOUHSC_00741	586
gene-SAOUHSC_00742	CP000253.1	727082	729247	+	2166	SAOUHSC_00742	4918
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	SAOUHSC_00743	2366
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	SAOUHSC_00744	41
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	SAOUHSC_00745	3
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	SAOUHSC_00746	154
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	SAOUHSC_00747	132
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	SAOUHSC_00748	104
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	SAOUHSC_00749	228
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	SAOUHSC_00751	194
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	SAOUHSC_00752	267
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	SAOUHSC_00753	46
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	SAOUHSC_00754	281
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	SAOUHSC_00755	1344
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	SAOUHSC_00756	697
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	SAOUHSC_00757	1427
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	SAOUHSC_00758	106
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	SAOUHSC_00759	89
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	SAOUHSC_00760	5549
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	SAOUHSC_00762	483
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	SAOUHSC_00763	270
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	SAOUHSC_00764	772
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	SAOUHSC_00765	146
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	SAOUHSC_00766	103
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	SAOUHSC_00767	2178
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	SAOUHSC_00769	5195
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	SAOUHSC_00770	14
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	SAOUHSC_00771	563
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	SAOUHSC_00772	5
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	SAOUHSC_00773	221
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	SAOUHSC_00774	72
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	SAOUHSC_00775	26
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	SAOUHSC_00776	867
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	SAOUHSC_00778	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	SAOUHSC_A00747	0
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	SAOUHSC_00779	1221
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	SAOUHSC_00780	5914
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	SAOUHSC_00781	289
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	SAOUHSC_00782	88
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	SAOUHSC_00783	82
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	SAOUHSC_00784	297
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	SAOUHSC_00785	863
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	SAOUHSC_00786	183
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	SAOUHSC_00787	469
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	SAOUHSC_00788	1436
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	SAOUHSC_00789	2172
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	SAOUHSC_T0005	21
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	SAOUHSC_00790	2318
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	SAOUHSC_00792	502
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	SAOUHSC_00793	980
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	SAOUHSC_00794	5042
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	SAOUHSC_00795	7057
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	SAOUHSC_00796	1740
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	SAOUHSC_00797	1906
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	SAOUHSC_00798	3543
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	SAOUHSC_00799	4270
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	SAOUHSC_00800	629
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	SAOUHSC_00801	1442
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	SAOUHSC_00802	2969
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	SAOUHSC_00803	12700
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	SAOUHSC_00804	2730
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	SAOUHSC_00805	28
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	SAOUHSC_00806	266
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	SAOUHSC_00807	153
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	SAOUHSC_00808	352
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	SAOUHSC_00809	1
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	SAOUHSC_00810	30
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	SAOUHSC_00811	147
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	SAOUHSC_00812	15074
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	SAOUHSC_00813	26
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	SAOUHSC_00814	370
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	SAOUHSC_00816	139
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	SAOUHSC_00817	66
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	SAOUHSC_00818	66
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	SAOUHSC_00819	6736
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	SAOUHSC_00820	294
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	SAOUHSC_00821	153
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	SAOUHSC_00822	94
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	SAOUHSC_00823	194
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	SAOUHSC_00824	168
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	SAOUHSC_00825	1675
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	SAOUHSC_00826	559
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	SAOUHSC_00827	1345
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	SAOUHSC_00828	273
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	SAOUHSC_00830	1483
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	SAOUHSC_00831	365
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	SAOUHSC_00832	164
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	SAOUHSC_00833	1196
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	SAOUHSC_00834	167
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	SAOUHSC_00835	65
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	SAOUHSC_00836	557
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	SAOUHSC_00837	12
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	SAOUHSC_00838	258
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	SAOUHSC_00839	35
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	SAOUHSC_00840	177
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	SAOUHSC_00841	103
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	SAOUHSC_00842	2697
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	SAOUHSC_00843	1349
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	SAOUHSC_00844	3294
gene-SAOUHSC_00845	CP000253.1	816026	816220	+	195	SAOUHSC_00845	7587
gene-SAOUHSC_00846	CP000253.1	816453	817304	-	852	SAOUHSC_00846	4485
gene-SAOUHSC_00847	CP000253.1	817632	818393	+	762	SAOUHSC_00847	8629
gene-SAOUHSC_00848	CP000253.1	818491	819798	+	1308	SAOUHSC_00848	16112
gene-SAOUHSC_00849	CP000253.1	819904	821154	+	1251	SAOUHSC_00849	18383
gene-SAOUHSC_00850	CP000253.1	821144	821608	+	465	SAOUHSC_00850	8421
gene-SAOUHSC_00851	CP000253.1	821759	823156	+	1398	SAOUHSC_00851	19895
gene-SAOUHSC_00852	CP000253.1	823343	823480	+	138	SAOUHSC_00852	24
gene-SAOUHSC_00853	CP000253.1	823486	823800	-	315	SAOUHSC_00853	32
gene-SAOUHSC_00854	CP000253.1	824165	825205	+	1041	SAOUHSC_00854	259
gene-SAOUHSC_00855	CP000253.1	825219	826286	+	1068	SAOUHSC_00855	161
gene-SAOUHSC_00857	CP000253.1	826353	826451	+	99	SAOUHSC_00857	12
gene-SAOUHSC_00858	CP000253.1	826499	827347	+	849	SAOUHSC_00858	113
gene-SAOUHSC_00859	CP000253.1	827360	828187	+	828	SAOUHSC_00859	91
gene-SAOUHSC_00860	CP000253.1	828214	829533	+	1320	SAOUHSC_00860	249
gene-SAOUHSC_00861	CP000253.1	829617	830534	+	918	SAOUHSC_00861	1480
gene-SAOUHSC_00862	CP000253.1	830664	831047	+	384	SAOUHSC_00862	113
gene-SAOUHSC_00863	CP000253.1	831126	831392	-	267	SAOUHSC_00863	107
gene-SAOUHSC_00864	CP000253.1	831490	831924	+	435	SAOUHSC_00864	50
gene-SAOUHSC_00865	CP000253.1	831924	832703	+	780	SAOUHSC_00865	142
gene-SAOUHSC_00866	CP000253.1	832811	833695	+	885	SAOUHSC_00866	314
gene-SAOUHSC_00867	CP000253.1	833949	834059	+	111	SAOUHSC_00867	0
gene-SAOUHSC_00868	CP000253.1	834056	834259	+	204	SAOUHSC_00868	96
gene-SAOUHSC_00869	CP000253.1	834275	835732	+	1458	SAOUHSC_00869	1848
gene-SAOUHSC_00870	CP000253.1	835729	836943	+	1215	SAOUHSC_00870	1160
gene-SAOUHSC_00871	CP000253.1	836961	837197	+	237	SAOUHSC_00871	344
gene-SAOUHSC_00872	CP000253.1	837194	838369	+	1176	SAOUHSC_00872	1871
gene-SAOUHSC_00873	CP000253.1	838632	838874	-	243	SAOUHSC_00873	862
gene-SAOUHSC_00874	CP000253.1	838975	839298	+	324	SAOUHSC_00874	175
gene-SAOUHSC_00875	CP000253.1	839357	840421	-	1065	SAOUHSC_00875	1495
gene-SAOUHSC_00876	CP000253.1	840738	840974	+	237	SAOUHSC_00876	124
gene-SAOUHSC_00877	CP000253.1	840987	841346	+	360	SAOUHSC_00877	189
gene-SAOUHSC_00878	CP000253.1	841800	843008	+	1209	SAOUHSC_00878	2234
gene-SAOUHSC_00879	CP000253.1	843139	844614	+	1476	SAOUHSC_00879	216
gene-SAOUHSC_00880	CP000253.1	845025	846341	+	1317	SAOUHSC_00880	1050
gene-SAOUHSC_00881	CP000253.1	846360	846734	+	375	SAOUHSC_00881	664
gene-SAOUHSC_00882	CP000253.1	846790	847944	-	1155	SAOUHSC_00882	715
gene-SAOUHSC_00883	CP000253.1	848193	848549	-	357	SAOUHSC_00883	327
gene-SAOUHSC_00884	CP000253.1	848527	848820	-	294	SAOUHSC_00884	105
gene-SAOUHSC_00885	CP000253.1	848820	849299	-	480	SAOUHSC_00885	495
gene-SAOUHSC_00886	CP000253.1	849301	850797	-	1497	SAOUHSC_00886	1015
gene-SAOUHSC_00887	CP000253.1	850790	851119	-	330	SAOUHSC_00887	232
gene-SAOUHSC_00888	CP000253.1	851131	851559	-	429	SAOUHSC_00888	248
gene-SAOUHSC_00889	CP000253.1	851552	853957	-	2406	SAOUHSC_00889	1207
gene-SAOUHSC_00890	CP000253.1	854088	854471	-	384	SAOUHSC_00890	52
gene-SAOUHSC_00891	CP000253.1	854535	855128	+	594	SAOUHSC_00891	518
gene-SAOUHSC_00892	CP000253.1	855577	855921	+	345	SAOUHSC_00892	746
gene-SAOUHSC_00893	CP000253.1	856283	857410	+	1128	SAOUHSC_00893	153
gene-SAOUHSC_00894	CP000253.1	857718	858908	+	1191	SAOUHSC_00894	527
gene-SAOUHSC_00895	CP000253.1	859017	860261	+	1245	SAOUHSC_00895	2228
gene-SAOUHSC_00896	CP000253.1	860487	860678	+	192	SAOUHSC_00896	223
gene-SAOUHSC_00897	CP000253.1	860764	861693	-	930	SAOUHSC_00897	218
gene-SAOUHSC_00898	CP000253.1	861935	863314	-	1380	SAOUHSC_00898	8854
gene-SAOUHSC_00899	CP000253.1	863304	864509	-	1206	SAOUHSC_00899	4331
gene-SAOUHSC_00900	CP000253.1	864860	866191	+	1332	SAOUHSC_00900	1096
gene-SAOUHSC_00901	CP000253.1	866516	867091	+	576	SAOUHSC_00901	400
gene-SAOUHSC_00902	CP000253.1	867096	867620	+	525	SAOUHSC_00902	421
gene-SAOUHSC_00903	CP000253.1	867744	868211	+	468	SAOUHSC_00903	364
gene-SAOUHSC_00904	CP000253.1	868371	871847	+	3477	SAOUHSC_00904	971
gene-SAOUHSC_00905	CP000253.1	871848	875501	+	3654	SAOUHSC_00905	1987
gene-SAOUHSC_00906	CP000253.1	875667	876569	+	903	SAOUHSC_00906	1175
gene-SAOUHSC_00907	CP000253.1	876898	877287	+	390	SAOUHSC_00907	208
gene-SAOUHSC_00908	CP000253.1	877458	878774	-	1317	SAOUHSC_00908	778
gene-SAOUHSC_00909	CP000253.1	878826	879650	-	825	SAOUHSC_00909	383
gene-SAOUHSC_00910	CP000253.1	879806	880072	+	267	SAOUHSC_00910	371
gene-SAOUHSC_00911	CP000253.1	880619	882433	+	1815	SAOUHSC_00911	367
gene-SAOUHSC_00912	CP000253.1	882636	885245	+	2610	SAOUHSC_00912	49660
gene-SAOUHSC_00913	CP000253.1	885304	886173	-	870	SAOUHSC_00913	107
gene-SAOUHSC_00914	CP000253.1	886283	887428	+	1146	SAOUHSC_00914	127
gene-SAOUHSC_00915	CP000253.1	887412	888053	+	642	SAOUHSC_00915	78
gene-SAOUHSC_00916	CP000253.1	888046	889164	+	1119	SAOUHSC_00916	38
gene-SAOUHSC_00917	CP000253.1	889148	889663	+	516	SAOUHSC_00917	48
gene-SAOUHSC_00918	CP000253.1	889974	890408	+	435	SAOUHSC_00918	379
gene-SAOUHSC_00919	CP000253.1	890665	890850	-	186	SAOUHSC_00919	207
gene-SAOUHSC_00920	CP000253.1	891145	892086	+	942	SAOUHSC_00920	335
gene-SAOUHSC_00921	CP000253.1	892098	893342	+	1245	SAOUHSC_00921	1198
gene-SAOUHSC_00922	CP000253.1	893397	893768	-	372	SAOUHSC_00922	13
gene-SAOUHSC_00923	CP000253.1	894011	894937	+	927	SAOUHSC_00923	85
gene-SAOUHSC_00924	CP000253.1	894937	896007	+	1071	SAOUHSC_00924	135
gene-SAOUHSC_00925	CP000253.1	896024	897106	+	1083	SAOUHSC_00925	279
gene-SAOUHSC_00926	CP000253.1	897096	898037	+	942	SAOUHSC_00926	354
gene-SAOUHSC_00927	CP000253.1	898056	899711	+	1656	SAOUHSC_00927	1297
gene-SAOUHSC_00928	CP000253.1	899923	901638	+	1716	SAOUHSC_00928	82
gene-SAOUHSC_00929	CP000253.1	901689	902675	+	987	SAOUHSC_00929	42
gene-SAOUHSC_00930	CP000253.1	902678	903658	+	981	SAOUHSC_00930	43
gene-SAOUHSC_00931	CP000253.1	903651	904613	+	963	SAOUHSC_00931	59
gene-SAOUHSC_00932	CP000253.1	904625	905506	+	882	SAOUHSC_00932	84
gene-SAOUHSC_00933	CP000253.1	905548	906537	-	990	SAOUHSC_00933	648
gene-SAOUHSC_00934	CP000253.1	906832	907227	+	396	SAOUHSC_00934	57543
gene-SAOUHSC_00935	CP000253.1	907598	908317	+	720	SAOUHSC_00935	3835
gene-SAOUHSC_00936	CP000253.1	908438	909424	+	987	SAOUHSC_00936	57
gene-SAOUHSC_00937	CP000253.1	909472	911280	+	1809	SAOUHSC_00937	145
gene-SAOUHSC_00938	CP000253.1	911740	912546	-	807	SAOUHSC_00938	428
gene-SAOUHSC_00939	CP000253.1	912569	912886	-	318	SAOUHSC_00939	178
gene-SAOUHSC_00940	CP000253.1	913038	913631	-	594	SAOUHSC_00940	70
gene-SAOUHSC_00941	CP000253.1	913817	914164	+	348	SAOUHSC_00941	208
gene-SAOUHSC_00942	CP000253.1	914181	914816	+	636	SAOUHSC_00942	556
gene-SAOUHSC_00943	CP000253.1	914833	915642	+	810	SAOUHSC_00943	921
gene-SAOUHSC_00944	CP000253.1	915639	916493	+	855	SAOUHSC_00944	338
gene-SAOUHSC_00945	CP000253.1	916514	917899	+	1386	SAOUHSC_00945	564
gene-SAOUHSC_00946	CP000253.1	917909	919753	+	1845	SAOUHSC_00946	987
gene-SAOUHSC_00947	CP000253.1	920031	920801	+	771	SAOUHSC_00947	1530
gene-SAOUHSC_00948	CP000253.1	920996	922081	-	1086	SAOUHSC_00948	552
gene-SAOUHSC_00949	CP000253.1	922423	923991	+	1569	SAOUHSC_00949	156
gene-SAOUHSC_00950	CP000253.1	924133	924891	+	759	SAOUHSC_00950	160
gene-SAOUHSC_00951	CP000253.1	925085	925594	+	510	SAOUHSC_00951	1309
gene-SAOUHSC_00952	CP000253.1	925707	926915	-	1209	SAOUHSC_00952	899
gene-SAOUHSC_00953	CP000253.1	926875	928050	-	1176	SAOUHSC_00953	982
gene-SAOUHSC_00954	CP000253.1	928483	929964	+	1482	SAOUHSC_00954	841
gene-SAOUHSC_00955	CP000253.1	929948	930208	+	261	SAOUHSC_00955	207
gene-SAOUHSC_00956	CP000253.1	930208	931770	+	1563	SAOUHSC_00956	1955
gene-SAOUHSC_00957	CP000253.1	932072	932875	+	804	SAOUHSC_00957	500
gene-SAOUHSC_00958	CP000253.1	933094	935418	+	2325	SAOUHSC_00958	353
gene-SAOUHSC_00959	CP000253.1	935435	936793	+	1359	SAOUHSC_00959	1155
gene-SAOUHSC_00960	CP000253.1	936932	938443	+	1512	SAOUHSC_00960	423
gene-SAOUHSC_T00049	CP000253.1	938623	938711	-	89	SAOUHSC_T00049	26
gene-SAOUHSC_T0008	CP000253.1	938714	938788	-	75	SAOUHSC_T0008	69
gene-SAOUHSC_00961	CP000253.1	938930	939460	-	531	SAOUHSC_00961	3571
gene-SAOUHSC_00962	CP000253.1	939709	939927	+	219	SAOUHSC_00962	355
gene-SAOUHSC_00963	CP000253.1	940008	940994	-	987	SAOUHSC_00963	214
gene-SAOUHSC_00964	CP000253.1	941193	941369	+	177	SAOUHSC_00964	284
gene-SAOUHSC_00965	CP000253.1	941384	941986	+	603	SAOUHSC_00965	1069
gene-SAOUHSC_00966	CP000253.1	942257	942364	+	108	SAOUHSC_00966	264
gene-SAOUHSC_00967	CP000253.1	942903	943004	+	102	SAOUHSC_00967	2
gene-SAOUHSC_00968	CP000253.1	943330	945294	+	1965	SAOUHSC_00968	68
gene-SAOUHSC_00969	CP000253.1	945297	945617	+	321	SAOUHSC_00969	40
gene-SAOUHSC_00970	CP000253.1	945614	946255	+	642	SAOUHSC_00970	85
gene-SAOUHSC_00971	CP000253.1	946343	946633	-	291	SAOUHSC_00971	221
gene-SAOUHSC_00972	CP000253.1	946912	947199	+	288	SAOUHSC_00972	23
gene-SAOUHSC_00973	CP000253.1	947205	947912	+	708	SAOUHSC_00973	71
gene-SAOUHSC_00974	CP000253.1	947905	948687	+	783	SAOUHSC_00974	285
gene-SAOUHSC_00975	CP000253.1	948776	949132	-	357	SAOUHSC_00975	118
gene-SAOUHSC_00976	CP000253.1	949716	950579	+	864	SAOUHSC_00976	205
gene-SAOUHSC_00977	CP000253.1	950625	950756	-	132	SAOUHSC_00977	62
gene-SAOUHSC_00978	CP000253.1	950820	951110	-	291	SAOUHSC_00978	12
gene-SAOUHSC_00979	CP000253.1	951200	951751	+	552	SAOUHSC_00979	44
gene-SAOUHSC_00980	CP000253.1	951802	952740	-	939	SAOUHSC_00980	1370
gene-SAOUHSC_00981	CP000253.1	952891	952995	+	105	SAOUHSC_00981	44
gene-SAOUHSC_00982	CP000253.1	953072	954283	+	1212	SAOUHSC_00982	346
gene-SAOUHSC_00983	CP000253.1	954270	955943	+	1674	SAOUHSC_00983	878
gene-SAOUHSC_00984	CP000253.1	955930	956733	+	804	SAOUHSC_00984	649
gene-SAOUHSC_00985	CP000253.1	956726	957547	+	822	SAOUHSC_00985	1329
gene-SAOUHSC_00986	CP000253.1	957786	958115	-	330	SAOUHSC_00986	335
gene-SAOUHSC_00987	CP000253.1	958153	959334	-	1182	SAOUHSC_00987	1036
gene-SAOUHSC_00988	CP000253.1	959416	960426	-	1011	SAOUHSC_00988	834
gene-SAOUHSC_00989	CP000253.1	960954	962108	-	1155	SAOUHSC_00989	371
gene-SAOUHSC_00991	CP000253.1	962304	963314	-	1011	SAOUHSC_00991	150
gene-SAOUHSC_00992	CP000253.1	963467	963886	+	420	SAOUHSC_00992	265
gene-SAOUHSC_00993	CP000253.1	963913	964023	+	111	SAOUHSC_00993	62
gene-SAOUHSC_00994	CP000253.1	964093	967863	-	3771	SAOUHSC_00994	4708
gene-SAOUHSC_00995	CP000253.1	968091	968525	-	435	SAOUHSC_00995	84
gene-SAOUHSC_00996	CP000253.1	968680	969150	-	471	SAOUHSC_00996	2060
gene-SAOUHSC_00997	CP000253.1	969198	970415	-	1218	SAOUHSC_00997	4087
gene-SAOUHSC_00998	CP000253.1	970866	972059	+	1194	SAOUHSC_00998	2376
gene-SAOUHSC_00999	CP000253.1	972596	972874	-	279	SAOUHSC_00999	1440
gene-SAOUHSC_01000	CP000253.1	972883	973488	-	606	SAOUHSC_01000	3393
gene-SAOUHSC_01001	CP000253.1	973478	975466	-	1989	SAOUHSC_01001	10932
gene-SAOUHSC_01002	CP000253.1	975466	976566	-	1101	SAOUHSC_01002	4664
gene-SAOUHSC_01003	CP000253.1	976868	976990	+	123	SAOUHSC_01003	12
gene-SAOUHSC_01005	CP000253.1	977138	977455	-	318	SAOUHSC_01005	3688
gene-SAOUHSC_01007	CP000253.1	978261	979121	-	861	SAOUHSC_01007	2828
gene-SAOUHSC_01008	CP000253.1	979385	979804	+	420	SAOUHSC_01008	233
gene-SAOUHSC_01009	CP000253.1	979791	980915	+	1125	SAOUHSC_01009	761
gene-SAOUHSC_01010	CP000253.1	980919	981623	+	705	SAOUHSC_01010	209
gene-SAOUHSC_01011	CP000253.1	981623	981886	+	264	SAOUHSC_01011	171
gene-SAOUHSC_01012	CP000253.1	981888	982559	+	672	SAOUHSC_01012	547
