# Program:featureCounts v2.0.6; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "16" "-a" "reference.gff" "-o" "countsSRR10379724.txt" "SRR10379724_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	Name	SRR10379724_trimmed.bam
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	SAOUHSC_00743	48291
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	SAOUHSC_00744	81
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	SAOUHSC_00745	4
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	SAOUHSC_00746	611
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	SAOUHSC_00747	360
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	SAOUHSC_00748	174
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	SAOUHSC_00749	555
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	SAOUHSC_00751	1384
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	SAOUHSC_00752	2261
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	SAOUHSC_00753	639
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	SAOUHSC_00754	1233
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	SAOUHSC_00755	3903
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	SAOUHSC_00756	3560
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	SAOUHSC_00757	6443
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	SAOUHSC_00758	608
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	SAOUHSC_00759	729
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	SAOUHSC_00760	4304
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	SAOUHSC_00762	3773
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	SAOUHSC_00763	2815
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	SAOUHSC_00764	3669
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	SAOUHSC_00765	254
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	SAOUHSC_00766	350
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	SAOUHSC_00767	47485
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	SAOUHSC_00769	41145
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	SAOUHSC_00770	99
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	SAOUHSC_00771	4025
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	SAOUHSC_00772	15
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	SAOUHSC_00773	461
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	SAOUHSC_00774	1796
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	SAOUHSC_00775	490
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	SAOUHSC_00776	2248
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	SAOUHSC_00778	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	SAOUHSC_A00747	0
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	SAOUHSC_00779	3289
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	SAOUHSC_00780	14949
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	SAOUHSC_00781	5935
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	SAOUHSC_00782	2643
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	SAOUHSC_00783	1550
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	SAOUHSC_00784	4632
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	SAOUHSC_00785	14522
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	SAOUHSC_00786	2003
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	SAOUHSC_00787	4801
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	SAOUHSC_00788	25156
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	SAOUHSC_00789	26052
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	SAOUHSC_T0005	350
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	SAOUHSC_00790	14929
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	SAOUHSC_00792	13984
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	SAOUHSC_00793	22862
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	SAOUHSC_00794	94916
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	SAOUHSC_00795	280426
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	SAOUHSC_00796	79643
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	SAOUHSC_00797	73832
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	SAOUHSC_00798	137166
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	SAOUHSC_00799	143434
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	SAOUHSC_00800	4856
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	SAOUHSC_00801	7765
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	SAOUHSC_00802	8517
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	SAOUHSC_00803	45974
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	SAOUHSC_00804	10050
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	SAOUHSC_00805	172
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	SAOUHSC_00806	311
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	SAOUHSC_00807	200
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	SAOUHSC_00808	802
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	SAOUHSC_00809	6
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	SAOUHSC_00810	476
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	SAOUHSC_00811	1473
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	SAOUHSC_00812	114575
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	SAOUHSC_00813	162
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	SAOUHSC_00814	2241
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	SAOUHSC_00816	1927
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	SAOUHSC_00817	934
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	SAOUHSC_00818	75
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	SAOUHSC_00819	85405
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	SAOUHSC_00820	2866
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	SAOUHSC_00821	1700
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	SAOUHSC_00822	914
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	SAOUHSC_00823	2134
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	SAOUHSC_00824	1953
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	SAOUHSC_00825	32342
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	SAOUHSC_00826	10511
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	SAOUHSC_00827	1555
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	SAOUHSC_00828	5732
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	SAOUHSC_00830	6701
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	SAOUHSC_00831	5979
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	SAOUHSC_00832	604
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	SAOUHSC_00833	4064
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	SAOUHSC_00834	2538
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	SAOUHSC_00835	2940
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	SAOUHSC_00836	11162
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	SAOUHSC_00837	71
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	SAOUHSC_00838	1220
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	SAOUHSC_00839	167
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	SAOUHSC_00840	1545
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	SAOUHSC_00841	1006
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	SAOUHSC_00842	28669
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	SAOUHSC_00843	10194
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	SAOUHSC_00844	15528
gene-SAOUHSC_00845	CP000253.1	816026	816220	+	195	SAOUHSC_00845	114343
gene-SAOUHSC_00846	CP000253.1	816453	817304	-	852	SAOUHSC_00846	14600
gene-SAOUHSC_00847	CP000253.1	817632	818393	+	762	SAOUHSC_00847	24923
gene-SAOUHSC_00848	CP000253.1	818491	819798	+	1308	SAOUHSC_00848	41276
gene-SAOUHSC_00849	CP000253.1	819904	821154	+	1251	SAOUHSC_00849	42402
gene-SAOUHSC_00850	CP000253.1	821144	821608	+	465	SAOUHSC_00850	17215
gene-SAOUHSC_00851	CP000253.1	821759	823156	+	1398	SAOUHSC_00851	46524
gene-SAOUHSC_00852	CP000253.1	823343	823480	+	138	SAOUHSC_00852	203
gene-SAOUHSC_00853	CP000253.1	823486	823800	-	315	SAOUHSC_00853	285
gene-SAOUHSC_00854	CP000253.1	824165	825205	+	1041	SAOUHSC_00854	5730
gene-SAOUHSC_00855	CP000253.1	825219	826286	+	1068	SAOUHSC_00855	2966
gene-SAOUHSC_00857	CP000253.1	826353	826451	+	99	SAOUHSC_00857	45
gene-SAOUHSC_00858	CP000253.1	826499	827347	+	849	SAOUHSC_00858	1390
gene-SAOUHSC_00859	CP000253.1	827360	828187	+	828	SAOUHSC_00859	936
gene-SAOUHSC_00860	CP000253.1	828214	829533	+	1320	SAOUHSC_00860	2531
gene-SAOUHSC_00861	CP000253.1	829617	830534	+	918	SAOUHSC_00861	16402
gene-SAOUHSC_00862	CP000253.1	830664	831047	+	384	SAOUHSC_00862	1261
gene-SAOUHSC_00863	CP000253.1	831126	831392	-	267	SAOUHSC_00863	826
gene-SAOUHSC_00864	CP000253.1	831490	831924	+	435	SAOUHSC_00864	890
gene-SAOUHSC_00865	CP000253.1	831924	832703	+	780	SAOUHSC_00865	1882
gene-SAOUHSC_00866	CP000253.1	832811	833695	+	885	SAOUHSC_00866	2757
gene-SAOUHSC_00867	CP000253.1	833949	834059	+	111	SAOUHSC_00867	1
gene-SAOUHSC_00868	CP000253.1	834056	834259	+	204	SAOUHSC_00868	2107
gene-SAOUHSC_00869	CP000253.1	834275	835732	+	1458	SAOUHSC_00869	33191
gene-SAOUHSC_00870	CP000253.1	835729	836943	+	1215	SAOUHSC_00870	13870
gene-SAOUHSC_00871	CP000253.1	836961	837197	+	237	SAOUHSC_00871	2875
gene-SAOUHSC_00872	CP000253.1	837194	838369	+	1176	SAOUHSC_00872	17216
gene-SAOUHSC_00873	CP000253.1	838632	838874	-	243	SAOUHSC_00873	5863
gene-SAOUHSC_00874	CP000253.1	838975	839298	+	324	SAOUHSC_00874	432
gene-SAOUHSC_00875	CP000253.1	839357	840421	-	1065	SAOUHSC_00875	8488
gene-SAOUHSC_00876	CP000253.1	840738	840974	+	237	SAOUHSC_00876	1817
gene-SAOUHSC_00877	CP000253.1	840987	841346	+	360	SAOUHSC_00877	2747
gene-SAOUHSC_00878	CP000253.1	841800	843008	+	1209	SAOUHSC_00878	23518
gene-SAOUHSC_00879	CP000253.1	843139	844614	+	1476	SAOUHSC_00879	2471
gene-SAOUHSC_00880	CP000253.1	845025	846341	+	1317	SAOUHSC_00880	9314
gene-SAOUHSC_00881	CP000253.1	846360	846734	+	375	SAOUHSC_00881	4238
gene-SAOUHSC_00882	CP000253.1	846790	847944	-	1155	SAOUHSC_00882	321
gene-SAOUHSC_00883	CP000253.1	848193	848549	-	357	SAOUHSC_00883	3460
gene-SAOUHSC_00884	CP000253.1	848527	848820	-	294	SAOUHSC_00884	1347
gene-SAOUHSC_00885	CP000253.1	848820	849299	-	480	SAOUHSC_00885	5118
gene-SAOUHSC_00886	CP000253.1	849301	850797	-	1497	SAOUHSC_00886	12821
gene-SAOUHSC_00887	CP000253.1	850790	851119	-	330	SAOUHSC_00887	3209
gene-SAOUHSC_00888	CP000253.1	851131	851559	-	429	SAOUHSC_00888	3477
gene-SAOUHSC_00889	CP000253.1	851552	853957	-	2406	SAOUHSC_00889	20490
gene-SAOUHSC_00890	CP000253.1	854088	854471	-	384	SAOUHSC_00890	474
gene-SAOUHSC_00891	CP000253.1	854535	855128	+	594	SAOUHSC_00891	4745
gene-SAOUHSC_00892	CP000253.1	855577	855921	+	345	SAOUHSC_00892	6501
gene-SAOUHSC_00893	CP000253.1	856283	857410	+	1128	SAOUHSC_00893	3061
gene-SAOUHSC_00894	CP000253.1	857718	858908	+	1191	SAOUHSC_00894	14176
gene-SAOUHSC_00895	CP000253.1	859017	860261	+	1245	SAOUHSC_00895	22639
gene-SAOUHSC_00896	CP000253.1	860487	860678	+	192	SAOUHSC_00896	798
gene-SAOUHSC_00897	CP000253.1	860764	861693	-	930	SAOUHSC_00897	1094
gene-SAOUHSC_00898	CP000253.1	861935	863314	-	1380	SAOUHSC_00898	1775
gene-SAOUHSC_00899	CP000253.1	863304	864509	-	1206	SAOUHSC_00899	1156
gene-SAOUHSC_00900	CP000253.1	864860	866191	+	1332	SAOUHSC_00900	20146
gene-SAOUHSC_00901	CP000253.1	866516	867091	+	576	SAOUHSC_00901	3918
gene-SAOUHSC_00902	CP000253.1	867096	867620	+	525	SAOUHSC_00902	3565
gene-SAOUHSC_00903	CP000253.1	867744	868211	+	468	SAOUHSC_00903	2630
gene-SAOUHSC_00904	CP000253.1	868371	871847	+	3477	SAOUHSC_00904	5943
gene-SAOUHSC_00905	CP000253.1	871848	875501	+	3654	SAOUHSC_00905	10165
gene-SAOUHSC_00906	CP000253.1	875667	876569	+	903	SAOUHSC_00906	18676
gene-SAOUHSC_00907	CP000253.1	876898	877287	+	390	SAOUHSC_00907	1449
gene-SAOUHSC_00908	CP000253.1	877458	878774	-	1317	SAOUHSC_00908	11082
gene-SAOUHSC_00909	CP000253.1	878826	879650	-	825	SAOUHSC_00909	3864
gene-SAOUHSC_00910	CP000253.1	879806	880072	+	267	SAOUHSC_00910	5460
gene-SAOUHSC_00911	CP000253.1	880619	882433	+	1815	SAOUHSC_00911	534
gene-SAOUHSC_00912	CP000253.1	882636	885245	+	2610	SAOUHSC_00912	55130
gene-SAOUHSC_00913	CP000253.1	885304	886173	-	870	SAOUHSC_00913	89
gene-SAOUHSC_00914	CP000253.1	886283	887428	+	1146	SAOUHSC_00914	56
gene-SAOUHSC_00915	CP000253.1	887412	888053	+	642	SAOUHSC_00915	72
gene-SAOUHSC_00916	CP000253.1	888046	889164	+	1119	SAOUHSC_00916	135
gene-SAOUHSC_00917	CP000253.1	889148	889663	+	516	SAOUHSC_00917	173
gene-SAOUHSC_00918	CP000253.1	889974	890408	+	435	SAOUHSC_00918	693
gene-SAOUHSC_00919	CP000253.1	890665	890850	-	186	SAOUHSC_00919	3579
gene-SAOUHSC_00920	CP000253.1	891145	892086	+	942	SAOUHSC_00920	3812
gene-SAOUHSC_00921	CP000253.1	892098	893342	+	1245	SAOUHSC_00921	16622
gene-SAOUHSC_00922	CP000253.1	893397	893768	-	372	SAOUHSC_00922	285
gene-SAOUHSC_00923	CP000253.1	894011	894937	+	927	SAOUHSC_00923	4894
gene-SAOUHSC_00924	CP000253.1	894937	896007	+	1071	SAOUHSC_00924	4507
gene-SAOUHSC_00925	CP000253.1	896024	897106	+	1083	SAOUHSC_00925	7408
gene-SAOUHSC_00926	CP000253.1	897096	898037	+	942	SAOUHSC_00926	7744
gene-SAOUHSC_00927	CP000253.1	898056	899711	+	1656	SAOUHSC_00927	21109
gene-SAOUHSC_00928	CP000253.1	899923	901638	+	1716	SAOUHSC_00928	425
gene-SAOUHSC_00929	CP000253.1	901689	902675	+	987	SAOUHSC_00929	179
gene-SAOUHSC_00930	CP000253.1	902678	903658	+	981	SAOUHSC_00930	294
gene-SAOUHSC_00931	CP000253.1	903651	904613	+	963	SAOUHSC_00931	717
gene-SAOUHSC_00932	CP000253.1	904625	905506	+	882	SAOUHSC_00932	404
gene-SAOUHSC_00933	CP000253.1	905548	906537	-	990	SAOUHSC_00933	4896
gene-SAOUHSC_00934	CP000253.1	906832	907227	+	396	SAOUHSC_00934	189423
gene-SAOUHSC_00935	CP000253.1	907598	908317	+	720	SAOUHSC_00935	29491
gene-SAOUHSC_00936	CP000253.1	908438	909424	+	987	SAOUHSC_00936	85
gene-SAOUHSC_00937	CP000253.1	909472	911280	+	1809	SAOUHSC_00937	5498
gene-SAOUHSC_00938	CP000253.1	911740	912546	-	807	SAOUHSC_00938	3310
gene-SAOUHSC_00939	CP000253.1	912569	912886	-	318	SAOUHSC_00939	2056
gene-SAOUHSC_00940	CP000253.1	913038	913631	-	594	SAOUHSC_00940	1262
gene-SAOUHSC_00941	CP000253.1	913817	914164	+	348	SAOUHSC_00941	1936
gene-SAOUHSC_00942	CP000253.1	914181	914816	+	636	SAOUHSC_00942	4523
gene-SAOUHSC_00943	CP000253.1	914833	915642	+	810	SAOUHSC_00943	6714
gene-SAOUHSC_00944	CP000253.1	915639	916493	+	855	SAOUHSC_00944	2295
gene-SAOUHSC_00945	CP000253.1	916514	917899	+	1386	SAOUHSC_00945	3621
gene-SAOUHSC_00946	CP000253.1	917909	919753	+	1845	SAOUHSC_00946	6984
gene-SAOUHSC_00947	CP000253.1	920031	920801	+	771	SAOUHSC_00947	12957
gene-SAOUHSC_00948	CP000253.1	920996	922081	-	1086	SAOUHSC_00948	11345
gene-SAOUHSC_00949	CP000253.1	922423	923991	+	1569	SAOUHSC_00949	16169
gene-SAOUHSC_00950	CP000253.1	924133	924891	+	759	SAOUHSC_00950	2195
gene-SAOUHSC_00951	CP000253.1	925085	925594	+	510	SAOUHSC_00951	12991
gene-SAOUHSC_00952	CP000253.1	925707	926915	-	1209	SAOUHSC_00952	3262
gene-SAOUHSC_00953	CP000253.1	926875	928050	-	1176	SAOUHSC_00953	5531
gene-SAOUHSC_00954	CP000253.1	928483	929964	+	1482	SAOUHSC_00954	4518
gene-SAOUHSC_00955	CP000253.1	929948	930208	+	261	SAOUHSC_00955	705
gene-SAOUHSC_00956	CP000253.1	930208	931770	+	1563	SAOUHSC_00956	7184
gene-SAOUHSC_00957	CP000253.1	932072	932875	+	804	SAOUHSC_00957	7840
gene-SAOUHSC_00958	CP000253.1	933094	935418	+	2325	SAOUHSC_00958	2042
gene-SAOUHSC_00959	CP000253.1	935435	936793	+	1359	SAOUHSC_00959	4320
gene-SAOUHSC_00960	CP000253.1	936932	938443	+	1512	SAOUHSC_00960	4062
gene-SAOUHSC_T00049	CP000253.1	938623	938711	-	89	SAOUHSC_T00049	151
gene-SAOUHSC_T0008	CP000253.1	938714	938788	-	75	SAOUHSC_T0008	104
gene-SAOUHSC_00961	CP000253.1	938930	939460	-	531	SAOUHSC_00961	500
gene-SAOUHSC_00962	CP000253.1	939709	939927	+	219	SAOUHSC_00962	37595
gene-SAOUHSC_00963	CP000253.1	940008	940994	-	987	SAOUHSC_00963	2285
gene-SAOUHSC_00964	CP000253.1	941193	941369	+	177	SAOUHSC_00964	2026
gene-SAOUHSC_00965	CP000253.1	941384	941986	+	603	SAOUHSC_00965	7379
gene-SAOUHSC_00966	CP000253.1	942257	942364	+	108	SAOUHSC_00966	2114
gene-SAOUHSC_00967	CP000253.1	942903	943004	+	102	SAOUHSC_00967	7
gene-SAOUHSC_00968	CP000253.1	943330	945294	+	1965	SAOUHSC_00968	888
gene-SAOUHSC_00969	CP000253.1	945297	945617	+	321	SAOUHSC_00969	201
gene-SAOUHSC_00970	CP000253.1	945614	946255	+	642	SAOUHSC_00970	379
gene-SAOUHSC_00971	CP000253.1	946343	946633	-	291	SAOUHSC_00971	949
gene-SAOUHSC_00972	CP000253.1	946912	947199	+	288	SAOUHSC_00972	359
gene-SAOUHSC_00973	CP000253.1	947205	947912	+	708	SAOUHSC_00973	914
gene-SAOUHSC_00974	CP000253.1	947905	948687	+	783	SAOUHSC_00974	1472
gene-SAOUHSC_00975	CP000253.1	948776	949132	-	357	SAOUHSC_00975	3849
gene-SAOUHSC_00976	CP000253.1	949716	950579	+	864	SAOUHSC_00976	296
gene-SAOUHSC_00977	CP000253.1	950625	950756	-	132	SAOUHSC_00977	2176
gene-SAOUHSC_00978	CP000253.1	950820	951110	-	291	SAOUHSC_00978	142
gene-SAOUHSC_00979	CP000253.1	951200	951751	+	552	SAOUHSC_00979	617
gene-SAOUHSC_00980	CP000253.1	951802	952740	-	939	SAOUHSC_00980	4010
gene-SAOUHSC_00981	CP000253.1	952891	952995	+	105	SAOUHSC_00981	138
gene-SAOUHSC_00982	CP000253.1	953072	954283	+	1212	SAOUHSC_00982	1310
gene-SAOUHSC_00983	CP000253.1	954270	955943	+	1674	SAOUHSC_00983	6349
gene-SAOUHSC_00984	CP000253.1	955930	956733	+	804	SAOUHSC_00984	3409
gene-SAOUHSC_00985	CP000253.1	956726	957547	+	822	SAOUHSC_00985	10806
gene-SAOUHSC_00986	CP000253.1	957786	958115	-	330	SAOUHSC_00986	312
gene-SAOUHSC_00987	CP000253.1	958153	959334	-	1182	SAOUHSC_00987	942
gene-SAOUHSC_00988	CP000253.1	959416	960426	-	1011	SAOUHSC_00988	601
gene-SAOUHSC_00989	CP000253.1	960954	962108	-	1155	SAOUHSC_00989	8131
gene-SAOUHSC_00991	CP000253.1	962304	963314	-	1011	SAOUHSC_00991	1343
gene-SAOUHSC_00992	CP000253.1	963467	963886	+	420	SAOUHSC_00992	279
gene-SAOUHSC_00993	CP000253.1	963913	964023	+	111	SAOUHSC_00993	55
gene-SAOUHSC_00994	CP000253.1	964093	967863	-	3771	SAOUHSC_00994	58027
gene-SAOUHSC_00995	CP000253.1	968091	968525	-	435	SAOUHSC_00995	643
gene-SAOUHSC_00996	CP000253.1	968680	969150	-	471	SAOUHSC_00996	6997
gene-SAOUHSC_00997	CP000253.1	969198	970415	-	1218	SAOUHSC_00997	15011
gene-SAOUHSC_00998	CP000253.1	970866	972059	+	1194	SAOUHSC_00998	1907
gene-SAOUHSC_00999	CP000253.1	972596	972874	-	279	SAOUHSC_00999	17999
gene-SAOUHSC_01000	CP000253.1	972883	973488	-	606	SAOUHSC_01000	36874
gene-SAOUHSC_01001	CP000253.1	973478	975466	-	1989	SAOUHSC_01001	122623
gene-SAOUHSC_01002	CP000253.1	975466	976566	-	1101	SAOUHSC_01002	66392
gene-SAOUHSC_01003	CP000253.1	976868	976990	+	123	SAOUHSC_01003	34
gene-SAOUHSC_01005	CP000253.1	977138	977455	-	318	SAOUHSC_01005	9259
gene-SAOUHSC_01007	CP000253.1	978261	979121	-	861	SAOUHSC_01007	11127
gene-SAOUHSC_01008	CP000253.1	979385	979804	+	420	SAOUHSC_01008	6556
gene-SAOUHSC_01009	CP000253.1	979791	980915	+	1125	SAOUHSC_01009	13327
gene-SAOUHSC_01010	CP000253.1	980919	981623	+	705	SAOUHSC_01010	3817
gene-SAOUHSC_01011	CP000253.1	981623	981886	+	264	SAOUHSC_01011	2717
gene-SAOUHSC_01012	CP000253.1	981888	982559	+	672	SAOUHSC_01012	6972
gene-SAOUHSC_01013	CP000253.1	982552	984741	+	2190	SAOUHSC_01013	38518
gene-SAOUHSC_01014	CP000253.1	984720	986204	+	1485	SAOUHSC_01014	37886
gene-SAOUHSC_01015	CP000253.1	986197	987225	+	1029	SAOUHSC_01015	30190
gene-SAOUHSC_01016	CP000253.1	987228	987794	+	567	SAOUHSC_01016	17612
gene-SAOUHSC_01017	CP000253.1	987809	989287	+	1479	SAOUHSC_01017	47690
gene-SAOUHSC_01018	CP000253.1	989309	990556	+	1248	SAOUHSC_01018	58247
gene-SAOUHSC_01019	CP000253.1	990821	991627	-	807	SAOUHSC_01019	946
gene-SAOUHSC_01021	CP000253.1	991620	993020	-	1401	SAOUHSC_01021	3968
gene-SAOUHSC_01022	CP000253.1	993035	993610	-	576	SAOUHSC_01022	2126
gene-SAOUHSC_01023	CP000253.1	993974	994093	+	120	SAOUHSC_01023	40
gene-SAOUHSC_01024	CP000253.1	994194	994328	-	135	SAOUHSC_01024	4776
gene-SAOUHSC_01025	CP000253.1	994480	995775	+	1296	SAOUHSC_01025	24158
gene-SAOUHSC_01026	CP000253.1	996200	997372	+	1173	SAOUHSC_01026	2462
gene-SAOUHSC_01027	CP000253.1	997426	997968	+	543	SAOUHSC_01027	18759
gene-SAOUHSC_01028	CP000253.1	998122	998388	+	267	SAOUHSC_01028	22678
gene-SAOUHSC_01029	CP000253.1	998391	1000109	+	1719	SAOUHSC_01029	139021
gene-SAOUHSC_01030	CP000253.1	1000346	1000579	-	234	SAOUHSC_01030	442
gene-SAOUHSC_01031	CP000253.1	1000777	1002138	+	1362	SAOUHSC_01031	4919
gene-SAOUHSC_01032	CP000253.1	1002135	1003154	+	1020	SAOUHSC_01032	3997
gene-SAOUHSC_01034	CP000253.1	1003287	1003949	+	663	SAOUHSC_01034	5700
gene-SAOUHSC_A00992	CP000253.1	1003967	1004122	+	156	SAOUHSC_A00992	1123
gene-SAOUHSC_01035	CP000253.1	1004298	1005995	-	1698	SAOUHSC_01035	31936
gene-SAOUHSC_01036	CP000253.1	1005995	1006213	-	219	SAOUHSC_01036	2784
gene-SAOUHSC_01037	CP000253.1	1006242	1006364	-	123	SAOUHSC_01037	334
gene-SAOUHSC_01038	CP000253.1	1006694	1007245	-	552	SAOUHSC_01038	2142
gene-SAOUHSC_01039	CP000253.1	1007610	1008236	+	627	SAOUHSC_01039	5259
gene-SAOUHSC_01040	CP000253.1	1008407	1009519	+	1113	SAOUHSC_01040	30888
gene-SAOUHSC_01041	CP000253.1	1009523	1010500	+	978	SAOUHSC_01041	24646
gene-SAOUHSC_01042	CP000253.1	1010591	1011883	+	1293	SAOUHSC_01042	51895
gene-SAOUHSC_01043	CP000253.1	1011887	1013293	+	1407	SAOUHSC_01043	75333
gene-SAOUHSC_01044	CP000253.1	1013461	1013736	+	276	SAOUHSC_01044	940
gene-SAOUHSC_01045	CP000253.1	1013880	1014419	+	540	SAOUHSC_01045	1297
gene-SAOUHSC_01046	CP000253.1	1014432	1015526	+	1095	SAOUHSC_01046	1792
gene-SAOUHSC_01047	CP000253.1	1015519	1016316	+	798	SAOUHSC_01047	616
gene-SAOUHSC_01048	CP000253.1	1016322	1017131	+	810	SAOUHSC_01048	1196
gene-SAOUHSC_01049	CP000253.1	1017131	1018204	+	1074	SAOUHSC_01049	4607
gene-SAOUHSC_01050	CP000253.1	1018278	1019297	+	1020	SAOUHSC_01050	30115
gene-SAOUHSC_01051	CP000253.1	1019580	1019999	+	420	SAOUHSC_01051	3401
gene-SAOUHSC_01053	CP000253.1	1020081	1021433	-	1353	SAOUHSC_01053	2793
gene-SAOUHSC_01054	CP000253.1	1021617	1022231	-	615	SAOUHSC_01054	1927
gene-SAOUHSC_01055	CP000253.1	1022388	1023215	+	828	SAOUHSC_01055	8353
gene-SAOUHSC_01057	CP000253.1	1023313	1023600	+	288	SAOUHSC_01057	2672
